1 231 -1 -1 -1 -1 Bulbasaur 12 4 0 0 0 0 0 0
2 232 -1 -1 -1 -1 Ivysaur 12 4 0 0 0 0 0 0
3 233 -1 -1 -1 -1 Venusaur 12 4 0 0 0 0 0 0
4 234 -1 -1 -1 -1 Charmander 10 0 0 0 0 0 0 1
5 235 -1 -1 -1 -1 Charmeleon 10 0 0 0 0 0 0 1
6 236 -1 -1 -1 -1 Charizard 10 3 0 0 0 0 0 1
7 237 -1 -1 -1 -1 Squirtle 11 0 0 0 0 0 0 2
8 238 -1 -1 -1 -1 Wartortle 11 0 0 0 0 0 0 2
9 239 -1 -1 -1 -1 Blastoise 11 0 0 0 0 0 0 2
10 24 -1 -1 -1 -1 Caterpie 7 0 0 0 0 0 0 3
11 25 -1 -1 -1 -1 Metapod 7 0 0 0 0 0 0 3
12 26 -1 -1 -1 -1 Butterfree 7 3 0 0 0 0 0 3
13 27 -1 -1 -1 -1 Weedle 7 4 0 0 0 0 0 4
14 28 -1 -1 -1 -1 Kakuna 7 4 0 0 0 0 0 4
15 29 -1 -1 -1 -1 Beedrill 7 4 0 0 0 0 0 4
16 10 -1 -1 -1 -1 Pidgey 1 3 0 0 0 0 0 5
17 11 -1 -1 -1 -1 Pidgeotto 1 3 0 0 0 0 0 5
18 12 -1 -1 -1 -1 Pidgeot 1 3 0 0 0 0 0 5
19 17 -1 -1 -1 -1 Rattata 1 0 0 0 0 0 0 6
20 18 -1 -1 -1 -1 Raticate 1 0 0 0 0 0 0 6
21 13 -1 -1 -1 -1 Spearow 1 3 0 0 0 0 0 7
22 14 -1 -1 -1 -1 Fearow 1 3 0 0 0 0 0 7
23 50 -1 -1 -1 -1 Ekans 4 0 0 0 0 0 0 8
24 51 -1 -1 -1 -1 Arbok 4 0 0 0 0 0 0 8
25 22 163 104 -1 -1 Pikachu 13 0 0 0 0 0 0 9
26 23 164 105 -1 -1 Raichu 13 0 0 0 0 0 0 9
27 48 117 -1 -1 -1 Sandshrew 5 0 0 0 0 0 0 10
28 49 118 -1 -1 -1 Sandslash 5 0 0 0 0 0 0 10
29 95 -1 -1 -1 -1 NidoranF 4 0 0 0 0 0 0 11
30 96 -1 -1 -1 -1 Nidorina 4 0 0 0 0 0 0 11
31 97 -1 -1 -1 -1 Nidoqueen 4 5 0 0 0 0 0 11
32 98 -1 -1 -1 -1 NidoranM 4 0 0 0 0 0 0 11
33 99 -1 -1 -1 -1 Nidorino 4 0 0 0 0 0 0 11
34 100 -1 -1 -1 -1 Nidoking 4 5 0 0 0 0 0 11
35 41 -1 100 -1 -1 Clefairy 18 0 0 0 0 0 0 12
36 42 -1 101 -1 -1 Clefable 18 0 0 0 0 0 0 12
37 127 160 -1 -1 -1 Vulpix 10 0 0 0 0 0 0 13
38 128 161 -1 -1 -1 Ninetales 10 0 0 0 0 0 0 13
39 44 143 -1 -1 -1 Jigglypuff 1 18 0 0 0 0 0 14
40 45 144 -1 -1 -1 Wigglytuff 1 18 0 0 0 0 0 14
41 37 65 28 -1 -1 Zubat 4 3 0 0 0 0 0 15
42 38 66 29 -1 -1 Golbat 4 3 0 0 0 0 0 15
43 83 91 -1 -1 -1 Oddish 12 4 0 0 0 0 0 16
44 84 92 -1 -1 -1 Gloom 12 4 0 0 0 0 0 16
45 85 93 -1 -1 -1 Vileplume 12 4 0 0 0 0 0 16
46 70 -1 -1 -1 -1 Paras 7 12 0 0 0 0 0 17
47 71 -1 -1 -1 -1 Parasect 7 12 0 0 0 0 0 17
48 109 -1 -1 -1 -1 Venonat 7 4 0 0 0 0 0 18
49 110 -1 -1 -1 -1 Venomoth 7 4 0 0 0 0 0 18
50 134 -1 -1 -1 -1 Diglett 5 0 0 0 0 0 0 19
