1 226 -1 -1 -1 -1 Bulbasaur 1 4 0 0 0 0 0 0
2 227 -1 -1 -1 -1 Ivysaur 1 4 0 0 0 0 0 0
3 228 -1 -1 -1 -1 Venusaur 1 4 0 0 0 0 0 0
4 229 -1 -1 -1 -1 Charmander 10 0 0 0 0 0 0 0
5 230 -1 -1 -1 -1 Charmeleon 10 0 0 0 0 0 0 0
6 231 -1 -1 -1 -1 Charizard 10 3 0 0 0 0 0 0
7 232 -1 -1 -1 -1 Squirtle 11 0 0 0 0 0 0 0
8 233 -1 -1 -1 -1 Wartortle 11 0 0 0 0 0 0 0
9 234 -1 -1 -1 -1 Blastoise 11 0 0 0 0 0 0 0
10 24 -1 -1 -1 -1 Caterpie $ $ 0 0 0 0 0 0
11 25 -1 -1 -1 -1 Metapod $ $ 0 0 0 0 0 0
12 26 -1 -1 -1 -1 Butterfree $ $ 0 0 0 0 0 0
13 27 -1 -1 -1 -1 Weedle $ $ 0 0 0 0 0 0
14 28 -1 -1 -1 -1 Kakuna $ $ 0 0 0 0 0 0
15 29 -1 -1 -1 -1 Beedrill $ $ 0 0 0 0 0 0
16 10 -1 -1 -1 -1 Pidgey $ $ 0 0 0 0 0 0
17 11 -1 -1 -1 -1 Pidgeotto $ $ 0 0 0 0 0 0
18 12 -1 -1 -1 -1 Pidgeot $ $ 0 0 0 0 0 0
19 17 -1 -1 -1 -1 Rattata $ $ 0 0 0 0 0 0
20 18 -1 -1 -1 -1 Raticate $ $ 0 0 0 0 0 0
21 13 -1 -1 -1 -1 Spearow $ $ 0 0 0 0 0 0
22 14 -1 -1 -1 -1 Fearow $ $ 0 0 0 0 0 0
23 50 -1 -1 -1 -1 Ekans $ $ 0 0 0 0 0 0
24 51 -1 -1 -1 -1 Arbok $ $ 0 0 0 0 0 0
25 22 156 104 -1 -1 Pikachu $ $ 0 0 0 0 0 0
26 23 157 105 -1 -1 Raichu $ $ 0 0 0 0 0 0
27 48 112 -1 -1 -1 Sandshrew $ $ 0 0 0 0 0 0
28 49 113 -1 -1 -1 Sandslash $ $ 0 0 0 0 0 0
29 95 -1 -1 -1 -1 NidoranF $ $ 0 0 0 0 0 0
30 96 -1 -1 -1 -1 Nidorina $ $ 0 0 0 0 0 0
31 97 -1 -1 -1 -1 Nidoqueen $ $ 0 0 0 0 0 0
32 98 -1 -1 -1 -1 NidoranM $ $ 0 0 0 0 0 0
33 99 -1 -1 -1 -1 Nidorino $ $ 0 0 0 0 0 0
34 100 -1 -1 -1 -1 Nidoking $ $ 0 0 0 0 0 0
35 41 -1 100 -1 -1 Clefairy $ $ 0 0 0 0 0 0
36 42 -1 101 -1 -1 Clefable $ $ 0 0 0 0 0 0
37 125 153 -1 -1 -1 Vulpix $ $ 0 0 0 0 0 0
38 126 154 -1 -1 -1 Ninetales $ $ 0 0 0 0 0 0
39 44 138 -1 -1 -1 Jigglypuff $ $ 0 0 0 0 0 0
40 45 139 -1 -1 -1 Wigglytuff $ $ 0 0 0 0 0 0
41 37 63 28 -1 -1 Zubat $ $ 0 0 0 0 0 0
42 38 64 29 -1 -1 Golbat $ $ 0 0 0 0 0 0
43 83 88 -1 -1 -1 Oddish $ $ 0 0 0 0 0 0
44 84 89 -1 -1 -1 Gloom $ $ 0 0 0 0 0 0
45 85 90 -1 -1 -1 Vileplume $ $ 0 0 0 0 0 0
46 70 -1 -1 -1 -1 Paras $ $ 0 0 0 0 0 0
47 71 -1 -1 -1 -1 Parasect $ $ 0 0 0 0 0 0
48 108 -1 -1 -1 -1 Venonat $ $ 0 0 0 0 0 0
49 109 -1 -1 -1 -1 Venomoth $ $ 0 0 0 0 0 0
50 132 -1 -1 -1 -1 Diglett $ $ 0 0 0 0 0 0
51 133 -1 -1 -1 -1 Dugtrio $ $ 0 0 0 0 0 0
52 136 -1 -1 -1 -1 Meowth $ $ 0 0 0 0 0 0
53 137 -1 -1 -1 -1 Persian $ $ 0 0 0 0 0 0
54 138 158 43 -1 -1 Psyduck $ $ 0 0 0 0 0 0
55 139 159 44 -1 -1 Golduck $ $ 0 0 0 0 0 0
56 134 -1 -1 -1 -1 Mankey $ $ 0 0 0 0 0 0
57 135 -1 -1 -1 -1 Primeape $ $ 0 0 0 0 0 0
58 127 -1 -1 -1 -1 Growlithe $ $ 0 0 0 0 0 0
59 128 -1 -1 -1 -1 Arcanine $ $ 0 0 0 0 0 0
60 72 -1 -1 -1 -1 Poliwag $ $ 0 0 0 0 0 0
61 73 -1 -1 -1 -1 Poliwhirl $ $ 0 0 0 0 0 0
62 74 -1 -1 -1 -1 Poliwrath $ $ 0 0 0 0 0 0
