1 226 -1 -1 -1 -1 Bulbasaur 12 4 0 0 0 0 0 0
2 227 -1 -1 -1 -1 Ivysaur 12 4 0 0 0 0 0 0
3 228 -1 -1 -1 -1 Venusaur 12 4 0 0 0 0 0 0
4 229 -1 -1 -1 -1 Charmander 10 0 0 0 0 0 0 0
5 230 -1 -1 -1 -1 Charmeleon 10 0 0 0 0 0 0 0
6 231 -1 -1 -1 -1 Charizard 10 3 0 0 0 0 0 0
7 232 -1 -1 -1 -1 Squirtle 11 0 0 0 0 0 0 0
8 233 -1 -1 -1 -1 Wartortle 11 0 0 0 0 0 0 0
9 234 -1 -1 -1 -1 Blastoise 11 0 0 0 0 0 0 0
10 24 -1 -1 -1 -1 Caterpie 7 0 0 0 0 0 0 0
11 25 -1 -1 -1 -1 Metapod 7 0 0 0 0 0 0 0
12 26 -1 -1 -1 -1 Butterfree 7 3 0 0 0 0 0 0
13 27 -1 -1 -1 -1 Weedle 7 4 0 0 0 0 0 0
14 28 -1 -1 -1 -1 Kakuna 7 4 0 0 0 0 0 0
15 29 -1 -1 -1 -1 Beedrill 7 4 0 0 0 0 0 0
16 10 -1 -1 -1 -1 Pidgey 1 3 0 0 0 0 0 0
17 11 -1 -1 -1 -1 Pidgeotto 1 3 0 0 0 0 0 0
18 12 -1 -1 -1 -1 Pidgeot 1 3 0 0 0 0 0 0
19 17 -1 -1 -1 -1 Rattata 1 0 0 0 0 0 0 0
20 18 -1 -1 -1 -1 Raticate 1 0 0 0 0 0 0 0
21 13 -1 -1 -1 -1 Spearow 1 3 0 0 0 0 0 0
22 14 -1 -1 -1 -1 Fearow 1 3 0 0 0 0 0 0
23 50 -1 -1 -1 -1 Ekans 4 0 0 0 0 0 0 0
24 51 -1 -1 -1 -1 Arbok 4 0 0 0 0 0 0 0
25 22 163 104 -1 -1 Pikachu 13 0 0 0 0 0 0 0
26 23 164 105 -1 -1 Raichu 13 0 0 0 0 0 0 0
27 48 117 -1 -1 -1 Sandshrew 5 0 0 0 0 0 0 0
28 49 118 -1 -1 -1 Sandslash 5 0 0 0 0 0 0 0
29 95 -1 -1 -1 -1 NidoranF 4 0 0 0 0 0 0 0
30 96 -1 -1 -1 -1 Nidorina 4 0 0 0 0 0 0 0
31 97 -1 -1 -1 -1 Nidoqueen 4 5 0 0 0 0 0 0
32 98 -1 -1 -1 -1 NidoranM 4 0 0 0 0 0 0 0
33 99 -1 -1 -1 -1 Nidorino 4 0 0 0 0 0 0 0
34 100 -1 -1 -1 -1 Nidoking 4 5 0 0 0 0 0 0
35 41 -1 100 -1 -1 Clefairy 18 0 0 0 0 0 0 0
36 42 -1 101 -1 -1 Clefable 18 0 0 0 0 0 0 0
37 125 160 -1 -1 -1 Vulpix 10 0 0 0 0 0 0 0
38 126 161 -1 -1 -1 Ninetales 10 0 0 0 0 0 0 0
39 44 143 -1 -1 -1 Jigglypuff 1 18 0 0 0 0 0 0
40 45 144 -1 -1 -1 Wigglytuff 1 18 0 0 0 0 0 0
41 37 65 28 -1 -1 Zubat 4 3 0 0 0 0 0 0
42 38 66 29 -1 -1 Golbat 4 3 0 0 0 0 0 0
43 83 91 -1 -1 -1 Oddish 12 4 0 0 0 0 0 0
44 84 92 -1 -1 -1 Gloom 12 4 0 0 0 0 0 0
45 85 93 -1 -1 -1 Vileplume 12 4 0 0 0 0 0 0
46 70 -1 -1 -1 -1 Paras 7 12 0 0 0 0 0 0
47 71 -1 -1 -1 -1 Parasect 7 12 0 0 0 0 0 0
48 108 -1 -1 -1 -1 Venonat 7 4 0 0 0 0 0 0
49 109 -1 -1 -1 -1 Venomoth 7 4 0 0 0 0 0 0
50 132 -1 -1 -1 -1 Diglett 5 0 0 0 0 0 0 0
51 133 -1 -1 -1 -1 Dugtrio 5 0 0 0 0 0 0 0
52 136 -1 -1 -1 -1 Meowth 1 0 0 0 0 0 0 0
53 137 -1 -1 -1 -1 Persian 1 0 0 0 0 0 0 0
54 138 165 43 -1 -1 Psyduck 11 0 0 0 0 0 0 0
55 139 166 44 -1 -1 Golduck 11 0 0 0 0 0 0 0
56 134 -1 -1 -1 -1 Mankey 2 0 0 0 0 0 0 0
57 135 -1 -1 -1 -1 Primeape 2 0 0 0 0 0 0 0
58 127 -1 -1 -1 -1 Growlithe 10 0 0 0 0 0 0 0
59 128 -1 -1 -1 -1 Arcanine 10 0 0 0 0 0 0 0
60 72 -1 -1 -1 -1 Poliwag 11 0 0 0 0 0 0 0
61 73 -1 -1 -1 -1 Poliwhirl 11 0 0 0 0 0 0 0
62 74 -1 -1 -1 -1 Poliwrath 11 2 0 0 0 0 0 0
63 89 40 20 -1 -1 Abra 14 0 0 0 0 0 0 0
64 90 41 21 -1 -1 Kadabra 14 0 0 0 0 0 0 0
65 91 42 22 -1 -1 Alakazam 14 0 0 0 0 0 0 0
66 140 75 40 -1 -1 Machop 2 0 0 0 0 0 0 0
67 141 76 41 -1 -1 Machoke 2 0 0 0 0 0 0 0
68 142 77 42 -1 -1 Machamp 2 0 0 0 0 0 0 0
69 64 -1 -1 -1 -1 Bellsprout 12 4 0 0 0 0 0 0
70 65 -1 -1 -1 -1 Weepinbell 12 4 0 0 0 0 0 0
71 66 -1 -1 -1 -1 Victreebel 12 4 0 0 0 0 0 0
72 162 68 136 -1 -1 Tentacool 11 4 0 0 0 0 0 0
73 163 69 137 -1 -1 Tentacruel 11 4 0 0 0 0 0 0
74 34 58 31 -1 -1 Geodude 6 5 0 0 0 0 0 0
75 35 59 32 -1 -1 Graveler 6 5 0 0 0 0 0 0
76 36 60 33 -1 -1 Golem 6 5 0 0 0 0 0 0
77 201 -1 90 -1 -1 Ponyta 10 0 0 0 0 0 0 0
78 202 -1 91 -1 -1 Rapidash 10 0 0 0 0 0 0 0
79 80 -1 -1 -1 -1 Slowpoke 11 14 0 0 0 0 0 0
80 81 -1 -1 -1 -1 Slowbro 11 14 0 0 0 0 0 0
81 118 84 -1 -1 -1 Magnemite 13 9 0 0 0 0 0 0
82 119 85 -1 -1 -1 Magneton 13 9 0 0 0 0 0 0
83 158 -1 -1 -1 -1 Farfetch'd 1 3 0 0 0 0 0 0
84 199 95 -1 -1 -1 Doduo 1 3 0 0 0 0 0 0
85 200 96 -1 -1 -1 Dodrio 1 3 0 0 0 0 0 0
86 176 -1 -1 -1 -1 Seel 11 0 0 0 0 0 0 0
87 177 -1 -1 -1 -1 Dewgong 11 15 0 0 0 0 0 0
88 116 111 -1 -1 -1 Grimer 4 0 0 0 0 0 0 0
89 117 112 -1 -1 -1 Muk 4 0 0 0 0 0 0 0
90 169 -1 -1 -1 -1 Shellder 11 0 0 0 0 0 0 0
91 170 -1 -1 -1 -1 Cloyster 11 15 0 0 0 0 0 0
92 58 -1 69 -1 -1 Gastly 8 4 0 0 0 0 0 0
93 59 -1 70 -1 -1 Haunter 8 4 0 0 0 0 0 0
94 60 -1 71 -1 -1 Gengar 8 4 0 0 0 0 0 0
95 62 -1 34 -1 -1 Onix 6 5 0 0 0 0 0 0
96 87 -1 -1 -1 -1 Drowzee 14 0 0 0 0 0 0 0
97 88 -1 -1 -1 -1 Hypno 14 0 0 0 0 0 0 0
98 164 -1 -1 -1 -1 Krabby 11 0 0 0 0 0 0 0
99 165 -1 -1 -1 -1 Kingler 11 0 0 0 0 0 0 0
100 120 87 -1 -1 -1 Voltorb 13 0 0 0 0 0 0 0
101 121 88 -1 -1 -1 Electrode 13 0 0 0 0 0 0 0
102 104 -1 -1 -1 -1 Exeggcute 12 14 0 0 0 0 0 0
103 105 -1 -1 -1 -1 Exeggutor 12 14 0 0 0 0 0 0
104 203 -1 -1 -1 -1 Cubone 5 0 0 0 0 0 0 0
105 204 -1 -1 -1 -1 Marowak 5 0 0 0 0 0 0 0
106 144 -1 -1 -1 -1 Hitmonlee 2 0 0 0 0 0 0 0
107 145 -1 -1 -1 -1 Hitmonchan 2 0 0 0 0 0 0 0
108 178 -1 -1 -1 -1 Lickitung 1 0 0 0 0 0 0 0
109 114 113 -1 -1 -1 Koffing 4 0 0 0 0 0 0 0
110 115 114 -1 -1 -1 Weezing 4 0 0 0 0 0 0 0
